"Hex_tag_ID","Duwamish People's Park","Lower Green Barge 1","Lower Green Barge 2","Lower Russel Backwater","Porter Side Channel","WDFW TBiOS Opposite Slip 4","WDFW TBiOS Slip 4"
"3DD.0078D16B79",NA,NA,NA,NA,2024-06-06 23:13:58,NA,NA
"3DD.0078D16B7E",NA,2024-06-08 04:14:49,NA,2024-06-08 04:14:49,NA,NA,NA
"3DD.0078D16B8B",NA,2024-07-27 08:16:51,NA,2024-07-27 08:16:51,NA,NA,NA
"3DD.0078D16B93",NA,NA,2024-06-07 02:46:12,NA,NA,NA,NA
"3DD.0078D16BA8",NA,NA,2024-06-26 05:46:20,NA,NA,NA,NA
"3DD.0078D16BAA",NA,2024-07-05 04:04:25,NA,2024-07-05 04:04:25,NA,NA,NA
"3DD.0078D16BD6",NA,2024-07-02 23:49:08,2024-07-02 23:53:12,2024-07-02 23:49:08,NA,NA,NA
"3DD.0078D16BD9",NA,NA,2024-06-25 09:45:11,NA,NA,NA,NA
"3DD.0078D16BDD",NA,NA,NA,NA,2024-06-08 02:55:55,NA,NA
"3DD.0078D16BE2",NA,NA,2024-06-08 20:28:29,NA,NA,NA,NA
"3DD.0078D16BED",NA,NA,2024-07-04 00:23:49,NA,NA,NA,NA
"3DD.0078D16BEF",NA,2024-06-07 04:44:59,NA,2024-06-07 04:44:59,NA,NA,NA
"3DD.0078D16C0A",NA,NA,2024-06-09 00:22:25,NA,NA,NA,NA
"3DD.0078D16C2F",NA,2024-05-31 01:55:37,NA,2024-05-31 01:55:37,NA,NA,NA
"3DD.0078D16C32",NA,NA,2024-05-30 22:42:35,NA,NA,NA,NA
"3DD.0078D16C36",NA,NA,2024-06-06 06:00:56,NA,NA,NA,NA
"3DD.0078D16C39",NA,2024-05-30 23:03:02,NA,2024-05-30 23:03:02,NA,NA,NA
"3DD.0078D16C3B",NA,2024-05-30 22:14:31,2024-05-30 22:17:39,2024-05-30 22:14:31,NA,NA,NA
"3DD.0078D16C3E",NA,2024-05-31 04:36:06,NA,2024-05-31 04:36:06,NA,NA,NA
"3DD.0078D16C41",NA,2024-06-06 21:35:33,NA,2024-06-06 21:35:33,NA,NA,NA
"3DD.0078D16C45",NA,2024-05-31 02:12:08,NA,2024-05-31 02:12:08,NA,NA,NA
"3DD.0078D16C47",NA,NA,2024-05-31 04:21:52,NA,NA,NA,NA
"3DD.0078D16C4A",NA,2024-05-30 23:52:28,NA,2024-05-30 23:52:28,NA,NA,NA
"3DD.0078D16C4C",NA,2024-05-30 22:42:25,NA,2024-05-30 22:42:25,NA,NA,NA
"3DD.0078D16C4E",NA,2024-06-07 01:51:20,NA,2024-06-07 01:51:20,NA,NA,NA
"3DD.0078D16C52",NA,2024-05-31 03:43:34,2024-05-31 03:46:50,2024-05-31 03:43:34,NA,NA,NA
"3DD.0078D16C54",NA,NA,2024-05-31 03:10:51,NA,NA,NA,NA
"3DD.0078D16C56",NA,2024-05-30 22:38:55,NA,2024-05-30 22:38:55,NA,NA,NA
"3DD.0078D16C58",NA,2024-05-31 02:01:27,2024-05-31 02:05:55,2024-05-31 02:01:27,NA,NA,NA
"3DD.0078D16C59",NA,NA,2024-06-01 05:18:57,NA,NA,NA,NA
"3DD.0078D16C5A",NA,NA,2024-05-30 21:14:53,NA,NA,NA,NA
"3DD.0078D16C60",NA,NA,2024-06-01 19:24:54,NA,NA,NA,NA
"3DD.0078D16C61",NA,NA,2024-05-30 23:35:54,NA,NA,NA,NA
"3DD.0078D16C62",NA,2024-05-31 21:26:09,NA,2024-05-31 21:26:09,NA,NA,NA
"3DD.0078D16C66",NA,NA,2024-05-31 08:45:07,NA,NA,NA,NA
"3DD.0078D16C68",NA,NA,2024-05-31 05:42:47,NA,NA,NA,NA
"3DD.0078D16C6A",NA,NA,2024-05-31 04:42:53,NA,NA,NA,NA
"3DD.0078D16C6D",NA,NA,2024-05-31 04:39:48,NA,NA,NA,NA
"3DD.0078D16C6F",NA,NA,2024-05-30 22:07:55,NA,NA,NA,NA
"3DD.0078D16C70",NA,NA,2024-05-31 04:25:12,NA,NA,NA,NA
"3DD.0078D16C72",NA,2024-05-31 01:14:49,NA,2024-05-31 01:14:49,NA,NA,NA
"3DD.0078D16C7D",NA,NA,2024-05-30 21:56:44,NA,NA,NA,NA
"3DD.0078D16C80",NA,2024-05-30 21:49:47,NA,2024-05-30 21:49:47,NA,NA,NA
"3DD.0078D16C81",2024-06-06 19:05:52,2024-06-06 19:05:52,NA,NA,NA,NA,NA
"3DD.0078D16C87",NA,2024-05-30 21:28:46,NA,2024-05-30 21:28:46,NA,NA,NA
"3DD.0078D16C89",NA,2024-05-31 02:54:51,NA,2024-05-31 02:54:51,NA,NA,NA
"3DD.0078D16C8B",NA,2024-05-30 22:11:26,NA,2024-05-30 22:11:26,NA,NA,NA
"3DD.0078D16C8C",NA,NA,2024-05-30 23:28:24,NA,NA,NA,NA
"3DD.0078D16C8D",NA,2024-05-31 02:23:02,NA,2024-05-31 02:23:02,NA,NA,NA
"3DD.0078D16C8E",NA,NA,2024-06-06 07:29:38,NA,NA,NA,NA
"3DD.0078D16C8F",NA,2024-05-31 05:20:44,NA,2024-05-31 05:20:44,NA,NA,NA
"3DE.0000492A5D",NA,NA,NA,2024-04-28 21:08:16,NA,NA,NA
"3DE.00009FB795",NA,NA,NA,2024-05-09 12:29:53,NA,NA,NA
"3DE.00009FB797",NA,NA,NA,2024-05-08 09:49:55,NA,NA,NA
"3DE.00009FB798",NA,NA,NA,2024-05-10 21:15:58,NA,NA,NA
"3DE.00009FB799",NA,NA,NA,2024-05-08 16:22:24,NA,NA,NA
"3DE.00009FB7A1",NA,NA,NA,2024-04-30 16:13:38,NA,NA,NA
"3DE.00009FB7A4",NA,NA,NA,2024-04-30 10:48:44,NA,NA,NA
